observation_id,source,dataset,source_file,source_rows,source_poll_id,source_question_id,source_race_id,sample_group_id,cycle,geography,geography_type,election_date,poll_start,poll_end,poll_date,date_basis,source_available_date,days_to_election,pollster,population,sample_size,methodology,partisan,source_url,dem_share,rep_share,dem_rep_margin,non_dem_rep_share,response_coverage,reported_answer_sum,outcome_id,matchup_status,selection_status,scalar_seat_mapping_ready,quality_flags,source_stage,source_seat_name,tracking,hypothetical,superseded_by,original_dem_share,original_rep_share,estimate_basis,survey_sample_size,estimate_sample_size,estimate_source,original_outcome_id,original_matchup_status,join_reference_version,canonical_firm,publisher_id,rating_id,rating_name,sponsor_ids,sponsor_names,series_key,identity_basis,rating_family_key,rolling_method_evidence,canonical_sample_group_id,sample_identity_status
538:senate:495,538,senate,historical/tables/senate_polls.csv,495,48110,75325,62,538:48110,2016,NC,state,2016-11-08,,,2016-10-31,median_field_date_only,,8,Rasmussen Reports,unknown,525.0,IVR/Online Panel,,,0.43,0.47,-0.04,0.1,two_exported_candidates_only,,2016-NC-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.43,0.47,,,,,2016-NC-regular-gen,matched,normalized:20260916T160901.748097Z,rasmussen reports,,,,,,rasmussen reports|unspecified,label_only,firm:rasmussen reports,,538:48110,source_id_only
538:senate:496,538,senate,historical/tables/senate_polls.csv,496,48326,75705,62,538:48326,2016,NC,state,2016-11-08,,,2016-10-31,median_field_date_only,,8,Public Policy Polling,unknown,1169.0,IVR/Online Panel,DEM,,0.45,0.48,-0.03,0.07,two_exported_candidates_only,,2016-NC-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.45,0.48,,,,,2016-NC-regular-gen,matched,normalized:20260916T160901.748097Z,public policy polling,,,,,,public policy polling|unspecified,label_only,firm:public policy polling,,538:48326,source_id_only
538:senate:497,538,senate,historical/tables/senate_polls.csv,497,48099,75465,62,538:48099,2016,NC,state,2016-11-08,,,2016-10-29,median_field_date_only,,10,Quinnipiac University,unknown,602.0,Live Phone,,,0.49,0.45,0.04,0.06,two_exported_candidates_only,,2016-NC-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.49,0.45,,,,,2016-NC-regular-gen,matched,normalized:20260916T160901.748097Z,quinnipiac university,,,,,,quinnipiac university|unspecified,label_only,firm:quinnipiac university,,538:48099,source_id_only
538:senate:498,538,senate,historical/tables/senate_polls.csv,498,48773,76360,62,538:48773,2016,NC,state,2016-11-08,,,2016-11-03,median_field_date_only,,5,Gravis Marketing,unknown,1250.0,IVR/Online Panel,,,0.48,0.47,0.01,0.05,two_exported_candidates_only,,2016-NC-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.48,0.47,,,,,2016-NC-regular-gen,matched,normalized:20260916T160901.748097Z,gravis marketing,,,,,,gravis marketing|unspecified,label_only,firm:gravis marketing,,538:48773,source_id_only
538:senate:499,538,senate,historical/tables/senate_polls.csv,499,48679,76251,62,538:48679,2016,NC,state,2016-11-08,,,2016-11-04,median_field_date_only,,4,Rasmussen Reports,unknown,525.0,IVR/Online Panel,,,0.47,0.46,0.01,0.07,two_exported_candidates_only,,2016-NC-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.47,0.46,,,,,2016-NC-regular-gen,matched,normalized:20260916T160901.748097Z,rasmussen reports,,,,,,rasmussen reports|unspecified,label_only,firm:rasmussen reports,,538:48679,source_id_only
538:senate:500,538,senate,historical/tables/senate_polls.csv,500,48524,76067,62,538:48524,2016,NC,state,2016-11-08,,,2016-11-05,median_field_date_only,,3,The New York Times/Siena College,unknown,800.0,Live Phone,,,0.45,0.46,-0.01,0.09,two_exported_candidates_only,,2016-NC-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.45,0.46,,,,,2016-NC-regular-gen,matched,normalized:20260916T160901.748097Z,the new york times/siena college,,,,,,the new york times/siena college|unspecified,label_only,firm:the new york times/siena college,,538:48524,source_id_only
538:senate:501,538,senate,historical/tables/senate_polls.csv,501,48523,76065,62,538:48523,2016,NC,state,2016-11-08,,,2016-11-05,median_field_date_only,,3,Quinnipiac University,unknown,870.0,Live Phone,,,0.47,0.47,0.0,0.06,two_exported_candidates_only,,2016-NC-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.47,0.47,,,,,2016-NC-regular-gen,matched,normalized:20260916T160901.748097Z,quinnipiac university,,,,,,quinnipiac university|unspecified,label_only,firm:quinnipiac university,,538:48523,source_id_only
538:senate:502,538,senate,historical/tables/senate_polls.csv,502,48893,76538,62,538:48893,2016,NC,state,2016-11-08,,,2016-11-04,median_field_date_only,,4,SurveyMonkey,unknown,3126.0,Online Panel,,,0.47,0.43,0.04,0.1,two_exported_candidates_only,,2016-NC-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.47,0.43,,,,,2016-NC-regular-gen,matched,normalized:20260916T160901.748097Z,surveymonkey,,,,,,surveymonkey|unspecified,label_only,firm:surveymonkey,,538:48893,source_id_only
538:senate:503,538,senate,historical/tables/senate_polls.csv,503,45793,71479,63,538:45793,2016,NV,state,2016-11-08,,,2016-09-12,median_field_date_only,,57,Monmouth University Polling Institute,unknown,406.0,Live Phone,,,0.43,0.46,-0.03,0.11,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.43,0.46,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,monmouth university polling institute,,,,,,monmouth university polling institute|unspecified,label_only,firm:monmouth university polling institute,,538:45793,source_id_only
538:senate:504,538,senate,historical/tables/senate_polls.csv,504,45922,71777,63,538:45922,2016,NV,state,2016-11-08,,,2016-09-13,median_field_date_only,,56,Leger,unknown,398.0,Online Panel,,,0.39,0.43,-0.04,0.18,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.39,0.43,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,leger,,,,,,leger|unspecified,label_only,firm:leger,,538:45922,source_id_only
538:senate:505,538,senate,historical/tables/senate_polls.csv,505,45896,71744,63,538:45896,2016,NV,state,2016-11-08,,,2016-09-17,median_field_date_only,,52,Rasmussen Reports,unknown,800.0,IVR/Online Panel,,,0.4,0.44,-0.04,0.16,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.4,0.44,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,rasmussen reports,,,,,,rasmussen reports|unspecified,label_only,firm:rasmussen reports,,538:45896,source_id_only
538:senate:506,538,senate,historical/tables/senate_polls.csv,506,46012,71955,63,538:46012,2016,NV,state,2016-11-08,,,2016-09-14,median_field_date_only,,55,GQR,unknown,400.0,Live Phone,DEM,,0.41,0.47,-0.06,0.12,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.41,0.47,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,gqr,,,,,,gqr|unspecified,label_only,firm:gqr,,538:46012,source_id_only
538:senate:507,538,senate,historical/tables/senate_polls.csv,507,45929,71797,63,538:45929,2016,NV,state,2016-11-08,,,2016-09-19,median_field_date_only,,50,Beacon Research/Shaw & Co. Research,unknown,704.0,Live Phone,,,0.36,0.43,-0.07,0.21,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.36,0.43,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,beacon research/shaw & co. research,,,,,,beacon research/shaw & co. research|unspecified,label_only,firm:beacon research/shaw & co. research,,538:45929,source_id_only
538:senate:508,538,senate,historical/tables/senate_polls.csv,508,46305,72390,63,538:46305,2016,NV,state,2016-11-08,,,2016-09-28,median_field_date_only,,41,Suffolk University,unknown,500.0,Live Phone,,,0.35200000000000004,0.376,-0.024,0.272,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.35200000000000004,0.376,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,suffolk university,,,,,,suffolk university|unspecified,label_only,firm:suffolk university,,538:46305,source_id_only
538:senate:509,538,senate,historical/tables/senate_polls.csv,509,46316,72437,63,538:46316,2016,NV,state,2016-11-08,,,2016-09-28,median_field_date_only,,41,Bendixen & Amandi International,unknown,800.0,Live Phone,,,0.45,0.47,-0.02,0.08,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.45,0.47,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,bendixen & amandi international,,,,,,bendixen & amandi international|unspecified,label_only,firm:bendixen & amandi international,,538:46316,source_id_only
538:senate:510,538,senate,historical/tables/senate_polls.csv,510,46441,72598,63,538:46441,2016,NV,state,2016-11-08,,,2016-09-29,median_field_date_only,,40,Garin-Hart-Yang Research Group,unknown,700.0,Live Phone,,,0.46,0.47,-0.01,0.07,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.46,0.47,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,garin-hart-yang research group,,,,,,garin-hart-yang research group|unspecified,label_only,firm:garin-hart-yang research group,,538:46441,source_id_only
538:senate:511,538,senate,historical/tables/senate_polls.csv,511,46522,72738,63,538:46522,2016,NV,state,2016-11-08,,,2016-10-03,median_field_date_only,,36,Emerson College,unknown,700.0,IVR,,,0.405,0.45399999999999996,-0.049,0.141,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.405,0.45399999999999996,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,emerson college,,,,,,emerson college|unspecified,label_only,firm:emerson college,,538:46522,source_id_only
538:senate:512,538,senate,historical/tables/senate_polls.csv,512,46771,73139,63,538:46771,2016,NV,state,2016-11-08,,,2016-10-10,median_field_date_only,,29,Public Policy Polling,unknown,986.0,IVR/Online Panel,DEM,,0.43,0.39,0.04,0.18,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.43,0.39,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,public policy polling,,,,,,public policy polling|unspecified,label_only,firm:public policy polling,,538:46771,source_id_only
538:senate:513,538,senate,historical/tables/senate_polls.csv,513,46779,73152,63,538:46779,2016,NV,state,2016-11-08,,,2016-10-10,median_field_date_only,,29,Clarity Campaign Labs,unknown,1010.0,IVR/Live Phone,DEM,,0.44,0.41,0.03,0.15,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.44,0.41,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,clarity campaign labs,,,,,,clarity campaign labs|unspecified,label_only,firm:clarity campaign labs,,538:46779,source_id_only
538:senate:514,538,senate,historical/tables/senate_polls.csv,514,46785,73162,63,538:46785,2016,NV,state,2016-11-08,,,2016-10-11,median_field_date_only,,28,Public Opinion Strategies,unknown,600.0,Live Phone,,,0.44,0.47,-0.03,0.09,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.44,0.47,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,public opinion strategies,,,,,,public opinion strategies|unspecified,label_only,firm:public opinion strategies,,538:46785,source_id_only
538:senate:515,538,senate,historical/tables/senate_polls.csv,515,46816,73262,63,538:46816,2016,NV,state,2016-11-08,,,2016-10-12,median_field_date_only,,27,JMC Analytics,unknown,600.0,Live Phone,,,0.4,0.35,0.05,0.25,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.4,0.35,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,jmc analytics,,,,,,jmc analytics|unspecified,label_only,firm:jmc analytics,,538:46816,source_id_only
538:senate:516,538,senate,historical/tables/senate_polls.csv,516,46867,73323,63,538:46867,2016,NV,state,2016-11-08,,,2016-10-13,median_field_date_only,,26,YouGov,unknown,996.0,Live Phone/Online Panel,,,0.39,0.39,0.0,0.22,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.39,0.39,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,yougov,,,,,,yougov|unspecified,label_only,firm:yougov,,538:46867,source_id_only
538:senate:517,538,senate,historical/tables/senate_polls.csv,517,46884,73358,63,538:46884,2016,NV,state,2016-11-08,,,2016-10-12,median_field_date_only,,27,Big Village,unknown,698.0,Live Phone,,,0.52,0.45,0.07,0.03,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.52,0.45,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,big village,,,,,,big village|unspecified,label_only,firm:big village,,538:46884,source_id_only
538:senate:518,538,senate,historical/tables/senate_polls.csv,518,47022,73570,63,538:47022,2016,NV,state,2016-11-08,,,2016-10-12,median_field_date_only,,27,SurveyMonkey,unknown,884.0,Online Panel,,,0.47,0.48,-0.01,0.05,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.47,0.48,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,surveymonkey,,,,,,surveymonkey|unspecified,label_only,firm:surveymonkey,,538:47022,source_id_only
538:senate:519,538,senate,historical/tables/senate_polls.csv,519,47032,73549,63,538:47032,2016,NV,state,2016-11-08,,,2016-10-16,median_field_date_only,,23,Monmouth University Polling Institute,unknown,413.0,Live Phone,,,0.42,0.45,-0.03,0.13,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.42,0.45,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,monmouth university polling institute,,,,,,monmouth university polling institute|unspecified,label_only,firm:monmouth university polling institute,,538:47032,source_id_only
538:senate:520,538,senate,historical/tables/senate_polls.csv,520,47317,74073,63,538:47317,2016,NV,state,2016-11-08,,,2016-10-21,median_field_date_only,,18,Rasmussen Reports,unknown,826.0,IVR/Online Panel,,,0.43,0.41,0.02,0.16,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.43,0.41,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,rasmussen reports,,,,,,rasmussen reports|unspecified,label_only,firm:rasmussen reports,,538:47317,source_id_only
538:senate:521,538,senate,historical/tables/senate_polls.csv,521,47318,74088,63,538:47318,2016,NV,state,2016-11-08,,,2016-10-22,median_field_date_only,,17,Bendixen & Amandi International,unknown,800.0,Live Phone,,,0.45,0.44,0.01,0.11,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.45,0.44,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,bendixen & amandi international,,,,,,bendixen & amandi international|unspecified,label_only,firm:bendixen & amandi international,,538:47318,source_id_only
538:senate:522,538,senate,historical/tables/senate_polls.csv,522,47540,74358,63,538:47540,2016,NV,state,2016-11-08,,,2016-10-22,median_field_date_only,,17,Marist College,unknown,707.0,Live Phone,,,0.42,0.49,-0.07,0.09,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.42,0.49,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,marist college,,,,,,marist college|unspecified,label_only,firm:marist college,,538:47540,source_id_only
538:senate:523,538,senate,historical/tables/senate_polls.csv,523,47655,74631,63,538:47655,2016,NV,state,2016-11-08,,,2016-10-25,median_field_date_only,,14,Gravis Marketing,unknown,875.0,IVR,,,0.5,0.44,0.06,0.06,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.5,0.44,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,gravis marketing,,,,,,gravis marketing|unspecified,label_only,firm:gravis marketing,,538:47655,source_id_only
538:senate:524,538,senate,historical/tables/senate_polls.csv,524,47647,74618,63,538:47647,2016,NV,state,2016-11-08,,,2016-10-26,median_field_date_only,,13,Rasmussen Reports,unknown,525.0,IVR/Online Panel,,,0.43,0.42,0.01,0.15,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.43,0.42,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,rasmussen reports,,,,,,rasmussen reports|unspecified,label_only,firm:rasmussen reports,,538:47647,source_id_only
538:senate:525,538,senate,historical/tables/senate_polls.csv,525,47760,74748,63,538:47760,2016,NV,state,2016-11-08,,,2016-10-26,median_field_date_only,,13,Emerson College,unknown,550.0,IVR,,,0.44,0.48,-0.04,0.08,two_exported_candidates_only,,2016-NV-regular-gen,matched,retained_no_time_filter,True,historical_population_and_publication_date_unavailable,,,,,,0.44,0.48,,,,,2016-NV-regular-gen,matched,normalized:20260916T160901.748097Z,emerson college,,,,,,emerson college|unspecified,label_only,firm:emerson college,,538:47760,source_id_only
